action,month,day,hour,count,sum,avg,std,step
TRANSFER,0,22,17,2,4601254.61,2300627.31,3253550.05,545
CASH_OUT,0,22,17,1,4601234.61,4601234.61,0.00,545
CASH_IN,0,22,18,460,67169275.48,146020.16,3892.73,546
PAYMENT,0,22,18,312,2305007.78,7387.85,226.11,546
DEBIT,0,22,18,34,81985.67,2411.34,162.55,546
TRANSFER,0,22,18,89,24843069.47,279135.61,12530.68,546
CASH_OUT,0,22,18,484,58246326.69,120343.65,2655.01,546
TRANSFER,0,22,19,4,14159614.42,3539903.60,1418450.42,547
CASH_OUT,0,22,19,3,14159594.42,4719864.81,591674.12,547
CASH_IN,0,22,20,501,61400152.18,122555.19,3193.74,548
PAYMENT,0,22,20,412,2265106.73,5497.83,143.28,548
DEBIT,0,22,20,40,206835.26,5170.88,419.57,548
TRANSFER,0,22,20,69,13702069.42,198580.72,11652.93,548
CASH_OUT,0,22,20,411,38189012.21,92917.30,2005.71,548
CASH_IN,0,22,21,37,4143026.48,111973.69,9060.79,549
PAYMENT,0,22,21,37,255047.28,6893.17,587.82,549
DEBIT,0,22,21,2,3268.26,1634.13,2118.26,549
TRANSFER,0,22,21,8,4471221.74,558902.72,411715.10,549
CASH_OUT,0,22,21,19,5016799.33,264042.07,170514.90,549
CASH_IN,0,22,22,347,40773092.45,117501.71,3831.63,550
PAYMENT,0,22,22,555,2860865.66,5154.71,108.24,550
DEBIT,0,22,22,46,137025.37,2978.81,327.01,550
TRANSFER,0,22,22,71,11035336.94,155427.28,20346.35,550
CASH_OUT,0,22,22,141,14499518.95,102833.47,9913.17,550
CASH_IN,0,22,23,45,6961414.47,154698.10,11695.39,551
PAYMENT,0,22,23,92,262398.80,2852.16,123.76,551
DEBIT,0,22,23,4,5960.34,1490.09,659.23,551
TRANSFER,0,22,23,8,1454363.04,181795.38,50436.75,551
CASH_OUT,0,22,23,11,1082711.93,98428.36,22478.21,551
CASH_IN,0,23,0,96,16468941.59,171551.47,10188.39,552
PAYMENT,0,23,0,205,1004104.51,4898.07,173.42,552
DEBIT,0,23,0,13,22180.20,1706.17,397.83,552
TRANSFER,0,23,0,18,17027757.76,945986.54,501028.54,552
CASH_OUT,0,23,0,14,17014242.41,1215303.03,634454.86,552
TRANSFER,0,23,1,1,6196824.97,6196824.97,0.00,553
CASH_OUT,0,23,1,1,6196824.97,6196824.97,0.00,553
TRANSFER,0,23,2,1,50.00,50.00,0.00,554
TRANSFER,0,23,3,1,9958471.15,9958471.15,0.00,555
CASH_OUT,0,23,3,1,9958471.15,9958471.15,0.00,555
TRANSFER,0,23,4,1,5730324.10,5730324.10,0.00,556
CASH_OUT,0,23,4,1,5730324.10,5730324.10,0.00,556
TRANSFER,0,23,6,2,5199877.38,2599938.69,3676840.28,558
CASH_OUT,0,23,6,1,5199857.38,5199857.38,0.00,558
TRANSFER,0,23,7,1,5311291.91,5311291.91,0.00,559
CASH_OUT,0,23,7,1,5311291.91,5311291.91,0.00,559
TRANSFER,0,23,8,1,3270442.34,3270442.34,0.00,560
CASH_OUT,0,23,8,1,3270442.34,3270442.34,0.00,560
TRANSFER,0,23,10,1,3804865.33,3804865.33,0.00,562
CASH_OUT,0,23,10,1,3804865.33,3804865.33,0.00,562
TRANSFER,0,23,11,1,4256985.21,4256985.21,0.00,563
CASH_OUT,0,23,11,1,4256985.21,4256985.21,0.00,563
TRANSFER,0,23,12,3,14317356.34,4772452.11,1300941.22,564
CASH_OUT,0,23,12,3,14317356.34,4772452.11,1300941.22,564
CASH_IN,0,23,13,331,50193624.03,151642.37,4469.86,565
PAYMENT,0,23,13,232,2124106.20,9155.63,335.12,565
DEBIT,0,23,13,25,86875.36,3475.01,363.23,565
TRANSFER,0,23,13,79,35106607.40,444387.44,53237.81,565
CASH_OUT,0,23,13,333,56072884.03,168387.04,12268.56,565
TRANSFER,0,23,14,1,10.00,10.00,0.00,566
CASH_IN,0,23,15,367,59129445.49,161115.66,4908.09,567
PAYMENT,0,23,15,252,1753093.79,6956.72,250.30,567
DEBIT,0,23,15,27,51842.34,1920.09,139.80,567
TRANSFER,0,23,15,75,19910927.57,265479.03,17434.90,567
CASH_OUT,0,23,15,336,50048530.70,148953.96,3565.07,567
TRANSFER,0,23,16,1,50.00,50.00,0.00,568
TRANSFER,0,23,17,2,9305630.78,4652815.39,1062471.77,569
CASH_OUT,0,23,17,2,9305630.78,4652815.39,1062471.77,569
TRANSFER,0,23,18,2,7869617.45,3934808.72,992863.44,570
CASH_OUT,0,23,18,2,7869617.45,3934808.72,992863.44,570
CASH_IN,0,23,19,356,50920042.96,143033.83,4178.58,571
PAYMENT,0,23,19,205,909161.07,4434.93,152.20,571
DEBIT,0,23,19,25,86892.40,3475.70,651.84,571
TRANSFER,0,23,19,72,30796872.54,427734.34,23346.49,571
CASH_OUT,0,23,19,353,36740219.22,104079.94,2448.39,571
TRANSFER,0,23,20,3,25189615.27,8396538.42,2941801.92,572
CASH_OUT,0,23,20,3,25189615.27,8396538.42,2941801.92,572
CASH_IN,0,23,21,285,34034021.07,119417.62,3860.92,573
PAYMENT,0,23,21,323,1936250.02,5994.58,172.52,573
DEBIT,0,23,21,30,68045.62,2268.19,274.71,573
TRANSFER,0,23,21,56,25209234.88,450164.91,228090.33,573
CASH_OUT,0,23,21,178,33046788.15,185656.11,72083.99,573
CASH_IN,0,23,22,185,28230459.44,152597.08,6041.81,574
PAYMENT,0,23,22,255,1397367.50,5479.87,172.14,574
DEBIT,0,23,22,17,57445.46,3379.14,427.61,574
TRANSFER,0,23,22,34,7198493.36,211720.39,15410.74,574
CASH_OUT,0,23,22,89,7845457.77,88151.21,3944.26,574
TRANSFER,0,23,23,2,11012640.51,5506320.26,2895543.56,575
CASH_OUT,0,23,23,2,11012640.51,5506320.26,2895543.56,575
CASH_IN,0,24,0,54,5162444.65,95600.83,8208.31,576
PAYMENT,0,24,0,112,448380.40,4003.40,195.90,576
DEBIT,0,24,0,7,18021.70,2574.53,420.64,576
TRANSFER,0,24,0,5,7150600.77,1430120.15,910918.49,576
CASH_OUT,0,24,0,4,6977118.56,1744279.64,1120300.32,576
CASH_IN,0,24,1,7,623988.73,89141.25,21589.06,577
PAYMENT,0,24,1,12,34794.38,2899.53,298.96,577
DEBIT,0,24,1,2,3710.97,1855.49,151.68,577
TRANSFER,0,24,1,4,9377377.49,2344344.37,2637386.49,577
CASH_OUT,0,24,1,5,9741121.64,1948224.33,2026016.58,577
DEBIT,0,24,2,1,1879.61,1879.61,0.00,578
TRANSFER,0,24,2,1,1787388.58,1787388.58,0.00,578
CASH_OUT,0,24,2,1,1787388.58,1787388.58,0.00,578
TRANSFER,0,24,3,2,1642576.23,821288.12,1161406.08,579
CASH_OUT,0,24,3,2,1643526.23,821763.12,1160734.33,579
TRANSFER,0,24,4,2,4126255.10,2063127.55,2917674.68,580
CASH_OUT,0,24,4,1,4126235.10,4126235.10,0.00,580
TRANSFER,0,24,5,1,6040276.16,6040276.16,0.00,581
CASH_OUT,0,24,5,1,6040276.16,6040276.16,0.00,581
CASH_IN,0,24,6,48,9137452.26,190363.59,17037.16,582
PAYMENT,0,24,6,97,527755.30,5440.78,286.89,582
DEBIT,0,24,6,2,9704.98,4852.49,2942.94,582
TRANSFER,0,24,6,7,910541.84,130077.41,36247.38,582
CASH_OUT,0,24,6,5,946428.72,189285.74,16251.93,582
TRANSFER,0,24,7,2,7128936.14,3564468.07,5040904.95,583
CASH_OUT,0,24,7,1,7128926.14,7128926.14,0.00,583
TRANSFER,0,24,8,3,10946994.76,3648998.25,2576860.88,584
CASH_OUT,0,24,8,2,10946974.76,5473487.38,2566765.39,584
CASH_IN,0,24,9,53,8269454.74,156027.45,12936.00,585
PAYMENT,0,24,9,39,177094.11,4540.87,401.03,585
DEBIT,0,24,9,3,12216.69,4072.23,1897.10,585
TRANSFER,0,24,9,10,3772214.49,377221.45,219902.75,585
CASH_OUT,0,24,9,27,5211056.68,193002.10,80762.40,585
TRANSFER,0,24,10,1,4066829.04,4066829.04,0.00,586
CASH_OUT,0,24,10,1,4066829.04,4066829.04,0.00,586
TRANSFER,0,24,11,3,6913317.38,2304439.13,1596563.00,587
CASH_OUT,0,24,11,2,6913267.38,3456633.69,1493566.14,587
TRANSFER,0,24,12,1,20.00,20.00,0.00,588
TRANSFER,0,24,13,1,5236684.48,5236684.48,0.00,589
CASH_OUT,0,24,13,1,5236684.48,5236684.48,0.00,589
CASH_IN,0,24,14,442,65439583.78,148053.36,3792.19,590
PAYMENT,0,24,14,337,2860759.62,8488.90,252.66,590
DEBIT,0,24,14,50,122534.96,2450.70,246.37,590
TRANSFER,0,24,14,97,45214808.40,466132.05,26319.20,590
CASH_OUT,0,24,14,430,56365966.17,131083.64,3072.91,590
TRANSFER,0,24,15,2,5841874.78,2920937.39,4130800.98,591
CASH_OUT,0,24,15,1,5841854.78,5841854.78,0.00,591
CASH_IN,0,24,16,492,68824208.58,139886.60,3566.91,592
PAYMENT,0,24,16,198,1420948.85,7176.51,251.63,592
DEBIT,0,24,16,48,128016.29,2667.01,264.69,592
TRANSFER,0,24,16,73,39646918.89,543108.48,32450.13,592
CASH_OUT,0,24,16,602,67815789.18,112650.81,2292.56,592
CASH_IN,0,24,18,63,8500587.55,134929.96,9388.29,594
PAYMENT,0,24,18,22,165821.91,7537.36,711.56,594
DEBIT,0,24,18,4,8143.75,2035.94,296.82,594
TRANSFER,0,24,18,2,432446.44,216223.22,46238.14,594
CASH_OUT,0,24,18,60,7042937.85,117382.30,7010.87,594
TRANSFER,0,24,19,3,12029939.34,4009979.78,322766.98,595
CASH_OUT,0,24,19,3,12029939.34,4009979.78,322766.98,595
CASH_IN,0,24,20,629,74002672.29,117651.31,2826.65,596
PAYMENT,0,24,20,687,3327417.91,4843.40,93.58,596
DEBIT,0,24,20,64,149917.22,2342.46,230.25,596
TRANSFER,0,24,20,145,38112955.85,262847.97,57867.43,596
CASH_OUT,0,24,20,571,67686314.16,118539.95,14898.66,596
CASH_IN,0,24,21,161,18388325.00,114213.20,5297.12,597
PAYMENT,0,24,21,198,751127.22,3793.57,126.44,597
DEBIT,0,24,21,12,26165.41,2180.45,233.80,597
TRANSFER,0,24,21,41,20335305.71,495983.07,203260.04,597
CASH_OUT,0,24,21,133,25947738.38,195095.78,63890.43,597
CASH_IN,0,24,22,74,11467553.04,154966.93,8659.56,598
PAYMENT,0,24,22,106,438125.68,4133.26,219.66,598
DEBIT,0,24,22,2,2659.10,1329.55,383.41,598
TRANSFER,0,24,22,9,4366594.79,485177.20,385042.90,598
CASH_OUT,0,24,22,28,6182547.12,220805.25,119359.73,598
CASH_IN,0,24,23,136,17810163.90,130957.09,6272.05,599
PAYMENT,0,24,23,231,817744.18,3540.02,109.98,599
DEBIT,0,24,23,10,21205.82,2120.58,539.40,599
TRANSFER,0,24,23,23,5363852.28,233210.97,133981.68,599
CASH_OUT,0,24,23,41,6892167.56,168101.65,74774.24,599
TRANSFER,0,25,0,2,9173385.27,4586692.64,1337963.34,600
CASH_OUT,0,25,0,2,9173385.27,4586692.64,1337963.34,600
CASH_IN,0,25,1,33,7887135.00,239004.09,27374.86,601
PAYMENT,0,25,1,87,257101.64,2955.19,131.61,601
DEBIT,0,25,1,17,36762.96,2162.53,234.68,601
TRANSFER,0,25,1,6,712120.19,118686.70,23173.26,601
CASH_OUT,0,25,1,10,846902.86,84690.29,11090.22,601
TRANSFER,0,25,2,1,6323140.97,6323140.97,0.00,602
CASH_OUT,0,25,2,1,6323140.97,6323140.97,0.00,602
TRANSFER,0,25,3,1,20.00,20.00,0.00,603
TRANSFER,0,25,4,2,6501682.89,3250841.45,615485.50,604
CASH_OUT,0,25,4,2,6501682.89,3250841.45,615485.50,604
TRANSFER,0,25,6,1,7565017.05,7565017.05,0.00,606
CASH_OUT,0,25,6,1,7565017.05,7565017.05,0.00,606
TRANSFER,0,25,7,1,10.00,10.00,0.00,607
CASH_IN,0,25,8,77,9512608.53,123540.37,8308.42,608
PAYMENT,0,25,8,78,340326.94,4363.17,220.43,608
DEBIT,0,25,8,3,14782.38,4927.46,3098.14,608
TRANSFER,0,25,8,15,2970198.61,198013.24,18542.89,608
CASH_OUT,0,25,8,55,5426238.70,98658.89,5821.07,608
TRANSFER,0,25,9,1,10354490.86,10354490.86,0.00,609
CASH_OUT,0,25,9,1,10354490.86,10354490.86,0.00,609
CASH_IN,0,25,10,81,9340784.30,115318.32,7603.63,610
PAYMENT,0,25,10,80,251433.19,3142.91,153.96,610
DEBIT,0,25,10,5,18877.40,3775.48,483.68,610
TRANSFER,0,25,10,15,8385022.83,559001.52,458370.59,610
CASH_OUT,0,25,10,78,16013132.97,205296.58,85880.72,610
CASH_IN,0,25,12,202,27201321.87,134660.01,5355.33,612
PAYMENT,0,25,12,144,1082170.95,7515.08,351.26,612
DEBIT,0,25,12,18,32300.45,1794.47,263.93,612
TRANSFER,0,25,12,46,16288709.38,354102.38,108386.43,612
CASH_OUT,0,25,12,219,30778969.79,140543.24,23122.34,612
TRANSFER,0,25,13,1,3386141.68,3386141.68,0.00,613
CASH_OUT,0,25,13,1,3386141.68,3386141.68,0.00,613
CASH_IN,0,25,14,94,14296074.00,152085.89,7806.67,614
PAYMENT,0,25,14,85,422787.78,4973.97,302.11,614
DEBIT,0,25,14,1,4157.92,4157.92,0.00,614
TRANSFER,0,25,14,13,5120451.94,393880.92,333829.37,614
CASH_OUT,0,25,14,95,13657594.91,143764.16,44035.07,614
TRANSFER,0,25,16,2,6785792.15,3392896.07,4798208.93,616
CASH_OUT,0,25,16,1,6785742.15,6785742.15,0.00,616
CASH_IN,0,25,17,187,29651074.58,158561.90,6621.51,617
PAYMENT,0,25,17,159,1794636.88,11287.02,469.53,617
DEBIT,0,25,17,9,56303.98,6256.00,2380.55,617
TRANSFER,0,25,17,39,7394016.33,189590.16,18834.19,617
CASH_OUT,0,25,17,201,20756217.78,103264.77,2836.77,617
TRANSFER,0,25,18,1,7063486.51,7063486.51,0.00,618
CASH_OUT,0,25,18,1,7063486.51,7063486.51,0.00,618
CASH_IN,0,25,19,225,25321633.94,112540.60,4218.40,619
PAYMENT,0,25,19,172,809749.03,4707.84,180.76,619
DEBIT,0,25,19,20,31965.14,1598.26,231.06,619
TRANSFER,0,25,19,36,8662976.32,240638.23,23999.58,619
CASH_OUT,0,25,19,224,20602892.23,91977.20,2686.77,619
TRANSFER,0,25,20,1,9642474.85,9642474.85,0.00,620
CASH_OUT,0,25,20,1,9642474.85,9642474.85,0.00,620
CASH_IN,0,25,21,72,7461185.20,103627.57,7953.80,621
PAYMENT,0,25,21,98,356568.04,3638.45,164.27,621
DEBIT,0,25,21,1,14658.63,14658.63,0.00,621
TRANSFER,0,25,21,11,1664969.32,151360.85,22878.43,621
CASH_OUT,0,25,21,66,6336842.34,96012.76,4863.22,621
TRANSFER,0,25,22,1,2150867.60,2150867.60,0.00,622
CASH_OUT,0,25,22,1,2150867.60,2150867.60,0.00,622
TRANSFER,0,25,23,3,10010004.94,3336668.31,220636.98,623
CASH_OUT,0,25,23,3,10010004.94,3336668.31,220636.98,623
TRANSFER,0,26,0,2,15987383.55,7993691.77,6800164.26,624
CASH_OUT,0,26,0,2,15987383.55,7993691.77,6800164.26,624
TRANSFER,0,26,2,2,8323816.53,4161908.27,174422.80,626
CASH_OUT,0,26,2,2,8323816.53,4161908.27,174422.80,626
TRANSFER,0,26,3,2,9271158.34,4635579.17,120744.05,627
CASH_OUT,0,26,3,2,9271158.34,4635579.17,120744.05,627
TRANSFER,0,26,4,1,197107.00,197107.00,0.00,628
CASH_OUT,0,26,4,1,197107.00,197107.00,0.00,628
TRANSFER,0,26,5,2,6829540.66,3414770.33,728920.32,629
CASH_OUT,0,26,5,2,6829540.66,3414770.33,728920.32,629
TRANSFER,0,26,7,1,7045743.24,7045743.24,0.00,631
CASH_OUT,0,26,7,1,7045743.24,7045743.24,0.00,631
TRANSFER,0,26,8,1,2734356.57,2734356.57,0.00,632
CASH_OUT,0,26,8,1,2734356.57,2734356.57,0.00,632
CASH_IN,0,26,13,276,38362318.01,138993.91,4964.65,637
PAYMENT,0,26,13,198,3122360.52,15769.50,605.37,637
DEBIT,0,26,13,29,80432.77,2773.54,578.16,637
TRANSFER,0,26,13,66,22213383.02,336566.41,79688.98,637
CASH_OUT,0,26,13,252,40304235.76,159937.44,21052.45,637
TRANSFER,0,26,14,4,13042889.52,3260722.38,1699607.49,638
CASH_OUT,0,26,14,3,13042869.52,4347623.17,1719138.64,638
CASH_IN,0,26,16,116,17567154.67,151440.99,8400.68,640
PAYMENT,0,26,16,40,135141.15,3378.53,229.82,640
DEBIT,0,26,16,4,4924.64,1231.16,95.80,640
TRANSFER,0,26,16,16,7131680.88,445730.05,62317.24,640
CASH_OUT,0,26,16,124,14059796.42,113385.46,5419.25,640
TRANSFER,0,26,17,1,9687012.31,9687012.31,0.00,641
CASH_OUT,0,26,17,1,9687012.31,9687012.31,0.00,641
CASH_IN,0,26,18,101,14931299.42,147834.65,8235.52,642
PAYMENT,0,26,18,69,273364.94,3961.81,210.61,642
DEBIT,0,26,18,7,16726.34,2389.48,721.69,642
TRANSFER,0,26,18,22,17287494.50,785795.20,322365.02,642
CASH_OUT,0,26,18,83,21146480.46,254776.87,89558.12,642
TRANSFER,0,26,19,1,3171117.14,3171117.14,0.00,643
CASH_OUT,0,26,19,1,3171117.14,3171117.14,0.00,643
CASH_IN,0,26,20,192,22195985.58,115604.09,5271.76,644
PAYMENT,0,26,20,147,961846.11,6543.17,284.32,644
DEBIT,0,26,20,17,38201.59,2247.15,191.48,644
TRANSFER,0,26,20,33,6434129.92,194973.63,18391.88,644
CASH_OUT,0,26,20,175,18868359.47,107819.20,4154.49,644
TRANSFER,0,26,22,3,7164923.65,2388307.88,1471603.11,646
CASH_OUT,0,26,22,2,7164723.65,3582361.83,328441.72,646
TRANSFER,0,27,0,4,12938702.74,3234675.69,1311054.61,648
CASH_OUT,0,27,0,3,12938682.74,4312894.25,616261.80,648
CASH_IN,0,27,1,1,21399.24,21399.24,0.00,649
PAYMENT,0,27,1,8,14276.17,1784.52,324.75,649
TRANSFER,0,27,1,1,217936.10,217936.10,0.00,649
TRANSFER,0,27,3,1,2526762.63,2526762.63,0.00,651
CASH_OUT,0,27,3,1,2526762.63,2526762.63,0.00,651
TRANSFER,0,27,4,2,5839292.69,2919646.35,1638311.99,652
CASH_OUT,0,27,4,2,5839292.69,2919646.35,1638311.99,652
TRANSFER,0,27,6,1,6577125.33,6577125.33,0.00,654
CASH_OUT,0,27,6,1,6577125.33,6577125.33,0.00,654
TRANSFER,0,27,7,3,12549665.78,4183221.93,1269704.07,655
CASH_OUT,0,27,7,3,12549665.78,4183221.93,1269704.07,655
CASH_IN,0,27,8,154,18266103.13,118611.06,5224.53,656
PAYMENT,0,27,8,193,599342.58,3105.40,113.98,656
DEBIT,0,27,8,8,21356.93,2669.62,508.72,656
TRANSFER,0,27,8,34,7177369.14,211099.09,73725.95,656
CASH_OUT,0,27,8,83,12484867.00,150420.08,30218.63,656
TRANSFER,0,27,9,3,7636418.76,2545472.92,1567815.43,657
CASH_OUT,0,27,9,2,7636368.76,3818184.38,336770.09,657
CASH_IN,0,27,11,204,32454816.51,159092.24,6581.31,659
PAYMENT,0,27,11,145,811229.13,5594.68,228.57,659
DEBIT,0,27,11,10,30116.76,3011.68,1150.94,659
TRANSFER,0,27,11,34,70278143.36,2067004.22,189409.31,659
CASH_OUT,0,27,11,206,28834202.51,139971.86,4959.64,659
TRANSFER,0,27,12,2,3900490.84,1950245.42,2758035.24,660
CASH_OUT,0,27,12,1,3900470.84,3900470.84,0.00,660
CASH_IN,0,27,13,387,60344455.01,155928.82,4286.60,661
PAYMENT,0,27,13,288,1938931.05,6732.40,214.15,661
DEBIT,0,27,13,25,172810.19,6912.41,731.02,661
TRANSFER,0,27,13,84,29660324.51,353099.10,18953.79,661
CASH_OUT,0,27,13,412,61358457.82,148928.30,3391.28,661
TRANSFER,0,27,14,4,14322243.75,3580560.94,886389.24,662
CASH_OUT,0,27,14,4,14322243.75,3580560.94,886389.24,662
TRANSFER,0,27,15,1,4208919.56,4208919.56,0.00,663
CASH_OUT,0,27,15,1,4208919.56,4208919.56,0.00,663
CASH_IN,0,27,16,82,13428187.83,163758.39,10699.30,664
PAYMENT,0,27,16,53,422963.97,7980.45,646.47,664
DEBIT,0,27,16,9,17006.34,1889.59,304.11,664
TRANSFER,0,27,16,10,8465696.23,846569.62,281729.39,664
CASH_OUT,0,27,16,87,14800440.16,170120.00,35711.08,664
TRANSFER,0,27,17,1,2467767.99,2467767.99,0.00,665
CASH_OUT,0,27,17,1,2467767.99,2467767.99,0.00,665
TRANSFER,0,27,18,1,3396070.11,3396070.11,0.00,666
CASH_OUT,0,27,18,1,3396070.11,3396070.11,0.00,666
CASH_IN,0,27,19,111,14370523.89,129464.18,8222.25,667
PAYMENT,0,27,19,61,278205.23,4560.74,269.04,667
DEBIT,0,27,19,7,8868.39,1266.91,231.65,667
TRANSFER,0,27,19,21,15730277.77,749060.85,397778.63,667
CASH_OUT,0,27,19,118,21970950.24,186194.49,71995.75,667
TRANSFER,0,27,20,1,50.00,50.00,0.00,668
CASH_IN,0,27,21,7,827524.84,118217.83,56820.86,669
PAYMENT,0,27,21,3,11920.74,3973.58,755.39,669
TRANSFER,0,27,21,1,5370219.43,5370219.43,0.00,669
CASH_OUT,0,27,21,2,5448392.41,2724196.21,3742041.94,669
CASH_IN,0,27,22,132,13470403.45,102048.51,5648.38,670
PAYMENT,0,27,22,201,808880.92,4024.28,149.37,670
DEBIT,0,27,22,17,30242.59,1778.98,143.05,670
TRANSFER,0,27,22,37,14676958.55,396674.56,167982.46,670
CASH_OUT,0,27,22,63,14070243.35,223337.20,99997.39,670
TRANSFER,0,27,23,2,9130499.90,4565249.95,450361.99,671
CASH_OUT,0,27,23,2,9130499.90,4565249.95,450361.99,671
TRANSFER,0,28,0,1,6888426.32,6888426.32,0.00,672
CASH_OUT,0,28,0,1,6888426.32,6888426.32,0.00,672
CASH_IN,0,28,1,7,566370.86,80910.12,25615.98,673
PAYMENT,0,28,1,21,69093.94,3290.19,358.24,673
DEBIT,0,28,1,3,5267.15,1755.72,64.09,673
TRANSFER,0,28,1,6,12771249.15,2128541.53,1396389.79,673
CASH_OUT,0,28,1,2,12036091.31,6018045.65,1821304.82,673
TRANSFER,0,28,2,1,3851133.67,3851133.67,0.00,674
CASH_OUT,0,28,2,1,3851133.67,3851133.67,0.00,674
TRANSFER,0,28,3,2,7280222.54,3640111.27,211948.56,675
CASH_OUT,0,28,3,2,7280222.54,3640111.27,211948.56,675
TRANSFER,0,28,5,2,7772598.02,3886299.01,5496042.63,677
CASH_OUT,0,28,5,1,7772588.02,7772588.02,0.00,677
TRANSFER,0,28,6,1,3327466.89,3327466.89,0.00,678
CASH_OUT,0,28,6,1,3327466.89,3327466.89,0.00,678
CASH_IN,0,28,9,415,60112757.12,144850.02,4001.43,681
PAYMENT,0,28,9,286,2232069.90,7804.44,237.45,681
DEBIT,0,28,9,24,122618.05,5109.09,378.39,681
TRANSFER,0,28,9,85,41020170.18,482590.24,74653.74,681
CASH_OUT,0,28,9,391,65016806.04,166283.39,16553.02,681
TRANSFER,0,28,10,2,6128753.58,3064376.79,4333654.94,682
CASH_OUT,0,28,10,1,6128733.58,6128733.58,0.00,682
TRANSFER,0,28,11,1,4167906.50,4167906.50,0.00,683
CASH_OUT,0,28,11,1,4167906.50,4167906.50,0.00,683
CASH_IN,0,28,12,383,55202845.74,144132.76,3924.97,684
PAYMENT,0,28,12,257,2710025.17,10544.85,375.28,684
DEBIT,0,28,12,23,70736.90,3075.52,280.61,684
TRANSFER,0,28,12,77,189688957.74,2463492.96,152777.14,684
CASH_OUT,0,28,12,358,59737940.69,166865.76,22915.02,684
TRANSFER,0,28,13,2,13759568.32,6879784.16,1248804.23,685
CASH_OUT,0,28,13,2,13759568.32,6879784.16,1248804.23,685
TRANSFER,0,28,14,1,3529372.04,3529372.04,0.00,686
CASH_OUT,0,28,14,1,3529372.04,3529372.04,0.00,686
CASH_IN,0,28,15,52,7740714.58,148859.90,9723.61,687
PAYMENT,0,28,15,40,283807.99,7095.20,601.54,687
DEBIT,0,28,15,2,9445.55,4722.77,318.10,687
TRANSFER,0,28,15,18,17480698.45,971149.91,276996.23,687
CASH_OUT,0,28,15,45,14471980.62,321599.57,121187.24,687
CASH_IN,0,28,16,604,93515630.98,154827.20,3561.12,688
PAYMENT,0,28,16,455,3914652.21,8603.63,211.13,688
DEBIT,0,28,16,46,121626.68,2644.06,236.67,688
TRANSFER,0,28,16,138,44148422.17,319916.10,27982.64,688
CASH_OUT,0,28,16,601,85213963.35,141786.96,6340.50,688
TRANSFER,0,28,17,1,8468584.18,8468584.18,0.00,689
CASH_OUT,0,28,17,1,8468584.18,8468584.18,0.00,689
CASH_IN,0,28,19,255,32409951.32,127097.85,4454.35,691
PAYMENT,0,28,19,172,1400422.89,8141.99,324.00,691
DEBIT,0,28,19,15,42137.97,2809.20,324.27,691
TRANSFER,0,28,19,40,14100207.02,352505.18,33140.20,691
CASH_OUT,0,28,19,247,26918341.52,108981.14,2944.75,691
CASH_IN,0,28,20,569,73281368.22,128789.75,3082.02,692
PAYMENT,0,28,20,499,4759663.23,9538.40,237.08,692
DEBIT,0,28,20,35,101178.26,2890.81,354.26,692
TRANSFER,0,28,20,100,23227057.47,232270.57,52012.90,692
CASH_OUT,0,28,20,520,55481268.52,106694.75,10135.76,692
TRANSFER,0,28,21,1,3087464.52,3087464.52,0.00,693
CASH_OUT,0,28,21,1,3087464.52,3087464.52,0.00,693
CASH_IN,0,28,22,195,21813078.55,111861.94,5118.84,694
PAYMENT,0,28,22,308,1829305.82,5939.30,182.12,694
DEBIT,0,28,22,22,79103.68,3595.62,571.91,694
TRANSFER,0,28,22,43,16015620.79,372456.30,139107.95,694
CASH_OUT,0,28,22,88,15466721.92,175758.20,69069.94,694
CASH_IN,0,28,23,189,19002459.19,100542.11,4694.36,695
PAYMENT,0,28,23,371,1671444.20,4505.24,110.68,695
DEBIT,0,28,23,28,92434.94,3301.25,427.19,695
TRANSFER,0,28,23,36,9220903.48,256136.21,98479.38,695
CASH_OUT,0,28,23,55,7932330.96,144224.20,64679.14,695
TRANSFER,0,29,1,2,13705967.12,6852983.56,1136175.37,697
CASH_OUT,0,29,1,2,13705967.12,6852983.56,1136175.37,697
TRANSFER,0,29,2,1,5783149.67,5783149.67,0.00,698
CASH_OUT,0,29,2,1,5783149.67,5783149.67,0.00,698
TRANSFER,0,29,3,3,16560993.77,5520331.26,1097836.65,699
CASH_OUT,0,29,3,3,16560993.77,5520331.26,1097836.65,699
TRANSFER,0,29,6,3,14273701.69,4757900.56,719737.52,702
CASH_OUT,0,29,6,3,14273701.69,4757900.56,719737.52,702
CASH_IN,0,29,9,194,26648054.82,137361.11,5564.94,705
PAYMENT,0,29,9,152,1414278.58,9304.46,408.74,705
DEBIT,0,29,9,18,76318.33,4239.91,756.77,705
TRANSFER,0,29,9,36,21229134.55,589698.18,54444.17,705
CASH_OUT,0,29,9,155,19466809.22,125592.32,5012.24,705
TRANSFER,0,29,10,1,5835188.43,5835188.43,0.00,706
CASH_OUT,0,29,10,1,5835188.43,5835188.43,0.00,706
CASH_IN,0,29,11,2,205482.43,102741.22,55145.42,707
PAYMENT,0,29,11,1,11687.93,11687.93,0.00,707
TRANSFER,0,29,11,2,686740.32,343370.16,56170.56,707
CASH_OUT,0,29,11,5,702037.61,140407.52,36873.03,707
CASH_IN,0,29,13,372,52867165.88,142116.04,3963.28,709
PAYMENT,0,29,13,247,2935010.99,11882.64,413.62,709
DEBIT,0,29,13,32,93522.91,2922.59,377.53,709
